"Ticker","Company","Sector","Industry","Market Cap","P/E","Dividend Yield","EPS growth past 5 years","Sales growth past 5 years","Shares Outstanding","Insider Ownership","Insider Transactions","Institutional Ownership","Institutional Transactions","Float Short","Gross Margin","Operating Margin","Performance (Week)","Performance (Month)","Performance (Quarter)","Performance (Half Year)","Performance (Year)","Performance (YTD)","Beta","Volatility (Month)","20-Day Simple Moving Average","50-Day Simple Moving Average","200-Day Simple Moving Average","50-Day High","50-Day Low","52-Week High","52-Week Low","Relative Strength Index (14)","Analyst Recom","Price","Change","Volume","Target Price"
"AWR","American States Water Company","Utilities","Utilities - Regulated Water",3482.62,37.80,1.52%,7.80%,1.30%,36.93,0.40%,-14.05%,76.00%,1.05%,1.56%,80.00%,27.90%,4.01%,5.93%,7.69%,19.37%,26.64%,20.66%,0.09,1.78%,1.98%,5.07%,13.31%,-2.76%,11.48%,-2.76%,35.12%,59.47,2.70,94.68,-1.31%,155400,87.00
"AWRE","Aware, Inc.","Technology","Software - Application",65.34,,,-30.40%,-10.40%,21.53,2.70%,0.00%,35.60%,3.86%,0.27%,92.30%,-39.40%,-4.46%,-20.00%,-25.56%,-16.90%,-0.33%,-14.29%,0.12,3.43%,-7.52%,-17.67%,-20.38%,-28.00%,2.34%,-53.07%,2.53%,27.00,,3.06,2.00%,37982,6.00
"AWTM","Aware Ultra-Short Duration Enhanced Income ETF","Financial","Exchange Traded Fund",,,1.23%,,,,,,,,,,,-0.04%,-0.11%,-0.34%,-0.47%,-0.33%,-0.53%,,0.13%,-0.08%,-0.19%,-0.39%,-0.39%,0.66%,-0.87%,1.46%,30.02,,49.60,-0.01%,27,
"AWX","Avalon Holdings Corporation","Industrials","Waste Management",16.97,5.91,,15.10%,2.00%,3.90,29.77%,0.00%,12.70%,5.00%,0.21%,20.90%,5.70%,-3.52%,-2.38%,-4.42%,-0.24%,82.67%,58.08%,1.19,5.57%,1.85%,3.13%,0.63%,-9.92%,8.69%,-31.96%,96.67%,51.67,,4.13,0.49%,4472,
"AX","Axos Financial, Inc.","Financial","Banks - Regional",3727.32,16.91,,14.00%,14.20%,59.39,4.20%,-2.60%,80.80%,1.55%,2.81%,,86.60%,3.76%,17.29%,26.42%,34.50%,83.34%,65.36%,1.56,2.32%,6.78%,15.48%,27.09%,-0.41%,41.55%,-0.41%,86.55%,72.99,1.60,62.14,0.13%,167997,62.62
"AXDX","Accelerate Diagnostics, Inc.","Healthcare","Diagnostics & Research",345.76,,,-6.70%,137.70%,61.15,0.20%,,36.70%,-2.43%,18.58%,35.40%,,-15.20%,-13.21%,-17.36%,-25.22%,-35.85%,-31.53%,1.77,6.23%,-7.61%,-7.83%,-26.82%,-23.64%,9.47%,-64.81%,9.47%,43.67,2.40,5.49,5.78%,626842,9.33
"AXGN","AxoGen, Inc.","Healthcare","Medical Devices",448.66,,,-3.00%,32.70%,41.47,4.10%,-2.51%,79.80%,-1.67%,2.24%,80.00%,-19.80%,-11.71%,-25.77%,-36.04%,-47.74%,-27.63%,-41.90%,0.70,6.11%,-19.29%,-26.86%,-42.96%,-37.81%,8.08%,-56.43%,8.08%,30.46,1.90,10.43,0.29%,482289,25.17
"AXL","American Axle & Manufacturing Holdings, Inc.","Consumer Cyclical","Auto Parts",1132.18,12.85,,-29.50%,3.80%,114.10,1.93%,0.00%,91.10%,-2.17%,4.30%,15.30%,5.50%,-1.92%,-4.89%,10.32%,-9.66%,17.65%,16.67%,2.44,4.42%,1.48%,2.45%,-1.90%,-10.82%,23.16%,-25.47%,33.66%,51.48,2.70,9.73,0.00%,560208,11.88
"AXLA","Axcella Health Inc.","Healthcare","Biotechnology",115.60,,,,,38.20,0.50%,0.00%,61.90%,-1.00%,1.38%,,,-3.61%,5.00%,-13.53%,-9.54%,-45.45%,-43.35%,,8.10%,-4.49%,-1.97%,-23.88%,-32.50%,8.00%,-56.58%,8.00%,46.18,2.00,2.97,1.02%,37730,12.62
"AXNX","Axonics, Inc.","Healthcare","Medical Devices",2755.97,,,,,44.85,0.80%,-32.51%,,1.63%,10.55%,63.30%,-40.10%,-3.87%,-12.08%,-17.26%,4.99%,28.62%,19.29%,,5.05%,-5.74%,-7.00%,-1.65%,-16.78%,7.34%,-22.84%,49.72%,42.98,1.60,61.58,3.41%,327263,77.12
"AXON","Axon Enterprise, Inc.","Industrials","Aerospace & Defense",11444.33,,,-15.70%,28.00%,66.19,3.10%,-34.37%,75.60%,0.87%,1.77%,62.80%,-15.50%,-1.93%,-3.03%,-6.46%,28.14%,37.83%,42.29%,0.37,4.21%,1.68%,2.09%,8.80%,-13.94%,11.12%,-15.31%,55.63%,53.05,1.80,179.86,3.16%,415144,227.67
"AXP","American Express Company","Financial","Credit Services",137817.87,17.86,1.01%,-5.70%,2.20%,786.00,0.11%,-11.90%,84.90%,-2.64%,2.42%,69.00%,25.50%,-5.57%,-6.29%,2.81%,7.74%,47.17%,41.30%,1.22,2.04%,-2.92%,-1.63%,6.73%,-9.22%,8.65%,-9.22%,53.09%,41.11,2.50,171.61,0.44%,3579603,190.83
"AXR","AMREP Corporation","Real Estate","Real Estate Services",97.84,11.69,,22.40%,-0.80%,7.35,1.50%,2.73%,29.20%,0.94%,0.55%,34.30%,23.40%,-5.43%,-7.79%,-0.38%,-8.06%,114.24%,55.04%,0.56,4.38%,-4.81%,-7.04%,10.25%,-18.45%,4.15%,-19.26%,137.35%,42.83,,13.79,4.15%,10157,
"AXS","AXIS Capital Holdings Limited","Financial","Insurance - Property & Casualty",4601.77,11.84,3.13%,-18.10%,2.90%,84.77,0.87%,0.00%,93.60%,-1.62%,1.38%,,10.60%,0.81%,2.01%,1.21%,2.07%,2.56%,6.55%,0.97,2.25%,-0.30%,4.86%,2.55%,-6.62%,18.18%,-10.29%,18.80%,52.36,2.90,52.58,-2.07%,314158,59.43
"AXSM","Axsome Therapeutics, Inc.","Healthcare","Biotechnology",1371.03,,,-22.00%,,37.68,21.40%,0.12%,52.60%,-14.29%,11.28%,,,3.07%,-6.87%,44.45%,-34.93%,-48.41%,-55.09%,2.18,7.22%,-1.88%,4.13%,-24.46%,-15.39%,46.96%,-56.52%,95.72%,50.85,1.90,37.93,3.66%,440866,86.00
"AXTA","Axalta Coating Systems Ltd.","Basic Materials","Specialty Chemicals",7569.95,27.35,,5.70%,-1.90%,229.90,0.10%,-9.74%,99.70%,-0.14%,1.46%,34.30%,11.50%,-0.70%,1.33%,5.12%,4.12%,15.30%,15.06%,1.40,1.80%,0.68%,4.85%,6.43%,-3.18%,17.48%,-4.80%,23.24%,55.01,2.20,32.56,-0.88%,957263,37.00
"AXTI","AXT, Inc.","Technology","Semiconductor Equipment & Materials",369.59,27.07,,25.00%,4.20%,41.46,2.50%,-10.89%,55.90%,-6.25%,3.08%,35.10%,9.30%,-3.34%,0.12%,-5.23%,-13.70%,-13.27%,-9.20%,2.22,4.97%,-1.39%,2.89%,-14.41%,-9.58%,23.47%,-45.20%,32.92%,48.53,2.20,8.68,-0.12%,131473,14.20
"AXU","Alexco Resource Corp.","Basic Materials","Other Precious Metals & Mining",406.57,,,,,150.91,3.42%,0.00%,30.28%,,3.81%,,,-0.48%,7.81%,19.65%,-31.00%,-14.11%,-34.70%,1.05,5.91%,7.68%,19.93%,-7.81%,-2.74%,51.06%,-38.26%,51.06%,61.34,2.00,2.13,2.90%,557039,3.30
"AY","Atlantica Sustainable Infrastructure plc","Utilities","Utilities - Renewable",4267.43,,4.39%,15.50%,5.10%,111.06,44.70%,0.00%,46.50%,-1.11%,5.85%,97.00%,29.40%,-1.56%,5.84%,0.59%,6.01%,17.50%,3.05%,0.72,2.72%,-0.66%,5.68%,5.70%,-4.50%,16.57%,-18.62%,24.83%,52.88,2.60,39.46,0.82%,323980,42.62
"AYI","Acuity Brands, Inc.","Industrials","Electrical Equipment & Parts",7580.59,25.63,0.24%,4.80%,1.00%,35.70,0.40%,-0.68%,,-2.04%,3.25%,42.60%,12.40%,-1.61%,4.09%,15.17%,19.96%,87.95%,77.95%,1.61,1.90%,-0.06%,7.50%,22.11%,-4.30%,31.22%,-4.30%,91.73%,56.29,2.40,214.93,-0.26%,264816,210.56
"AYLA","Ayala Pharmaceuticals, Inc.","Healthcare","Biotechnology",135.37,,,,,14.48,54.21%,0.00%,19.40%,31.49%,1.85%,0.00%,,-5.92%,-2.71%,-22.42%,2.32%,-5.83%,-11.91%,,9.67%,-10.99%,-11.42%,-18.79%,-36.37%,6.50%,-66.88%,22.78%,39.90,1.80,9.50,-1.96%,18074,22.33
"AYRO","Ayro, Inc.","Consumer Cyclical","Auto Manufacturers",83.72,,,-48.13%,-42.00%,36.31,2.40%,-41.34%,20.70%,-7.73%,9.37%,-18.90%,,-15.87%,-23.49%,-42.57%,-55.56%,-78.49%,-62.50%,3.81,8.42%,-17.47%,-23.61%,-50.89%,-38.26%,7.31%,-79.65%,7.31%,33.57,2.00,2.34,2.63%,727447,15.00
"AYTU","Aytu Biopharma, Inc.","Healthcare","Biotechnology",51.28,,,,91.30%,25.60,6.94%,0.00%,17.70%,-16.12%,,43.20%,,-15.84%,-24.70%,-49.04%,-62.27%,-79.53%,-68.90%,-0.34,5.93%,-17.09%,-25.02%,-60.73%,-40.73%,7.73%,-83.42%,7.73%,28.61,2.00,1.95,4.84%,578933,17.50
"AYX","Alteryx, Inc.","Technology","Software - Application",4287.44,,,2.90%,55.90%,67.33,0.70%,-25.73%,80.50%,3.18%,5.19%,90.40%,-16.30%,-15.88%,-15.86%,-15.54%,-21.33%,-45.15%,-49.08%,0.65,4.38%,-11.90%,-12.06%,-20.06%,-21.29%,7.08%,-54.41%,7.08%,35.93,2.20,63.99,3.18%,750582,101.08
"AZEK","The AZEK Company Inc.","Industrials","Building Products & Equipment",6461.84,,,,,154.00,14.00%,-44.68%,97.30%,0.40%,1.89%,33.60%,-3.20%,-2.94%,11.32%,-1.21%,-6.29%,20.69%,8.17%,,3.09%,3.91%,8.49%,-0.64%,-7.79%,22.60%,-19.54%,24.07%,59.60,1.90,41.29,-0.72%,807974,52.73
"AZN","AstraZeneca PLC","Healthcare","Drug Manufacturers - General",175232.16,89.48,2.47%,1.70%,1.50%,2992.00,0.50%,0.00%,17.40%,16.64%,0.26%,71.20%,8.60%,-1.56%,-8.16%,-3.16%,0.34%,3.71%,13.48%,0.48,1.44%,-7.29%,-6.28%,0.43%,-12.26%,2.20%,-12.26%,21.21%,30.48,1.60,56.34,-0.69%,3135961,69.28
"AZO","AutoZone, Inc.","Consumer Cyclical","Specialty Retail",39764.11,19.55,,18.50%,6.60%,21.12,0.10%,-62.64%,93.50%,0.04%,1.76%,52.80%,20.10%,-1.63%,3.24%,16.53%,33.34%,68.86%,58.60%,0.86,1.73%,0.50%,5.54%,21.28%,-4.45%,19.48%,-4.45%,70.84%,56.71,2.20,1855.05,-1.33%,122646,1826.71
"AZPN","Aspen Technology, Inc.","Technology","Software - Application",10269.37,32.65,,22.70%,8.50%,67.00,0.60%,-19.96%,,-0.68%,1.58%,91.80%,49.80%,2.63%,0.65%,19.75%,10.99%,17.34%,19.68%,1.34,2.70%,-3.50%,2.09%,4.22%,-11.71%,22.18%,-11.71%,22.18%,45.15,2.20,149.41,-4.15%,259815,176.17
"AZRE","Azure Power Global Limited","Utilities","Utilities - Renewable",1044.43,,,7.40%,42.10%,48.20,0.08%,0.00%,,22.95%,4.57%,91.50%,,-5.09%,-2.59%,16.44%,8.46%,-31.68%,-45.62%,0.71,5.33%,-5.95%,-2.35%,-10.13%,-13.92%,12.73%,-59.37%,19.74%,43.52,1.80,21.78,-1.76%,113752,36.08
"AZUL","Azul S.A.","Industrials","Airlines",1589.70,,,-47.00%,-1.70%,139.43,,,38.20%,-1.92%,8.10%,49.80%,-9.60%,-5.37%,-9.81%,-36.67%,-45.43%,-26.77%,-36.72%,1.34,5.34%,-4.04%,-18.26%,-33.64%,-35.22%,7.87%,-51.61%,7.87%,38.75,2.90,14.25,-1.32%,2396385,23.46
"AZYO","Aziyo Biologics, Inc.","Healthcare","Medical Devices",57.39,,,,,10.23,8.76%,0.00%,90.80%,-1.57%,0.11%,44.20%,-32.90%,-8.88%,-1.09%,-32.34%,-55.92%,-55.88%,-60.09%,,7.17%,-6.69%,-13.06%,-44.41%,-41.44%,9.27%,-69.56%,9.27%,38.47,2.00,5.54,1.84%,501,14.00
"AZZ","AZZ Inc.","Industrials","Electrical Equipment & Parts",1411.76,18.64,1.21%,-12.20%,-1.20%,24.95,1.80%,-0.85%,91.80%,-1.63%,1.00%,24.60%,11.90%,-1.43%,7.08%,7.76%,8.13%,31.70%,18.84%,1.37,2.03%,0.72%,3.21%,5.75%,-4.61%,11.22%,-4.61%,29.46%,54.04,2.30,55.89,-0.87%,46435,62.00
"B","Barnes Group Inc.","Industrials","Specialty Industrial Machinery",2365.90,26.67,1.37%,-10.70%,-1.20%,50.91,2.50%,-2.41%,88.20%,-0.81%,1.59%,36.00%,11.90%,5.42%,10.76%,-2.59%,-8.48%,-1.37%,-7.83%,1.21,2.55%,5.34%,6.46%,-6.35%,-2.19%,13.53%,-20.32%,15.29%,63.30,2.20,45.93,-1.69%,137760,55.40
"BA","The Boeing Company","Industrials","Aerospace & Defense",130436.48,,,-36.90%,-9.40%,589.00,0.09%,-0.17%,53.40%,-1.77%,1.51%,0.50%,-10.70%,-7.38%,-1.76%,-5.38%,-13.36%,-1.13%,-2.30%,1.53,2.78%,-3.13%,-3.50%,-8.45%,-9.98%,2.93%,-24.40%,9.77%,42.01,2.30,210.60,0.70%,5412994,261.40
"BAB","Invesco Taxable Municipal Bond ETF","Financial","Exchange Traded Fund",,,2.93%,,,,,,,,,,,-0.34%,-0.12%,-1.89%,0.18%,-1.80%,-2.36%,,0.56%,-0.51%,-0.56%,-0.26%,-2.61%,0.86%,-3.38%,3.69%,46.06,,32.85,0.43%,160257,
"BABA","Alibaba Group Holding Limited","Consumer Cyclical","Internet Retail",371751.24,18.89,,14.40%,48.00%,2695.25,10.18%,0.00%,24.00%,-11.01%,2.34%,38.60%,10.70%,-20.64%,-24.13%,-20.96%,-36.89%,-50.52%,-42.57%,0.87,3.07%,-14.64%,-14.25%,-32.16%,-25.03%,2.41%,-51.35%,2.41%,30.60,1.80,136.52,2.14%,19910978,223.08
"BAC","Bank of America Corporation","Financial","Banks - Diversified",396621.67,14.23,1.77%,7.40%,0.80%,8430.70,0.11%,-2.00%,72.90%,,1.10%,,96.70%,0.89%,-0.02%,12.69%,12.99%,73.42%,56.71%,1.49,1.84%,1.02%,5.69%,16.25%,-2.18%,24.17%,-2.18%,70.59%,58.56,2.40,47.63,0.27%,39926345,47.58
"BAH","Booz Allen Hamilton Holding Corporation","Industrials","Consulting Services",11708.81,20.55,1.68%,17.60%,7.80%,134.76,1.10%,-5.38%,92.20%,-1.42%,1.10%,53.90%,9.00%,-0.72%,5.15%,8.08%,2.66%,0.13%,0.91%,0.68,2.16%,-0.18%,4.66%,4.41%,-3.97%,11.83%,-13.24%,15.76%,53.21,2.30,86.99,-1.11%,647624,97.00
"BAK","Braskem S.A.","Basic Materials","Chemicals",7041.51,2.78,,-33.50%,4.50%,398.16,77.50%,0.00%,2.20%,-0.46%,0.34%,31.50%,25.50%,2.63%,-10.95%,-25.39%,-7.37%,105.72%,99.56%,1.66,4.17%,-1.84%,-10.84%,-6.79%,-32.24%,9.44%,-32.42%,119.81%,45.17,2.30,18.20,1.22%,123092,24.85
"BAL","iPath Series B Bloomberg Cotton Subindex Total Return ETN","Financial","Exchange Traded Fund",,,,,,,,,,,,,,0.58%,10.28%,26.00%,43.23%,53.72%,45.98%,,1.60%,1.65%,9.95%,27.74%,-1.97%,34.76%,-1.97%,61.09%,62.38,,65.97,0.43%,5474,
"BALY","Bally's Corporation","Consumer Cyclical","Resorts & Casinos",2289.97,29.08,0.97%,,,49.51,2.10%,1.78%,73.50%,-2.47%,5.99%,64.70%,14.40%,-10.15%,-16.55%,-17.58%,-27.27%,-9.00%,-17.50%,,4.96%,-9.72%,-14.63%,-23.71%,-25.40%,0.66%,-45.93%,0.66%,32.03,1.80,41.05,-0.94%,1078093,67.12
"BAM","Brookfield Asset Management Inc.","Financial","Asset Management",91343.59,27.04,0.89%,-16.20%,25.80%,1552.80,12.90%,0.00%,68.40%,-0.03%,0.48%,24.30%,18.00%,-1.68%,-4.93%,3.69%,18.48%,43.62%,42.68%,1.28,2.04%,-1.75%,2.09%,15.82%,-4.95%,14.35%,-4.95%,57.01%,48.64,1.90,59.12,1.11%,893718,67.29
"BAMR","Brookfield Asset Management Reinsurance Partners Ltd.","Financial","Insurance - Reinsurance",648.61,,0.87%,,,10.88,,,55.10%,-1.90%,0.30%,,,-4.49%,-5.55%,-2.38%,,,-4.09%,,2.02%,-2.20%,1.53%,4.38%,-5.37%,13.89%,-28.72%,26.28%,47.23,,60.59,1.73%,11556,
"BANC","Banc of California, Inc.","Financial","Banks - Regional",1355.35,16.84,1.12%,-15.20%,2.70%,50.72,0.30%,0.00%,85.50%,5.27%,2.61%,,86.10%,-1.38%,3.81%,19.97%,23.83%,56.21%,46.23%,1.64,2.42%,0.05%,6.78%,14.96%,-3.67%,26.74%,-3.67%,61.46%,55.42,2.00,21.28,-1.07%,97300,24.00
"BAND","Bandwidth Inc.","Technology","Software - Infrastructure",1779.35,,,-48.90%,20.00%,25.11,0.60%,-2.37%,,-3.27%,17.59%,45.30%,-2.20%,-14.38%,-22.74%,-35.24%,-41.90%,-55.84%,-55.99%,0.42,5.14%,-10.82%,-17.37%,-39.18%,-33.79%,15.08%,-63.69%,15.08%,36.37,1.90,71.43,5.62%,654261,132.17
"BANF","BancFirst Corporation","Financial","Banks - Regional",2227.78,13.74,2.12%,7.60%,10.20%,32.74,0.30%,10.23%,43.30%,-3.68%,3.38%,,97.60%,1.09%,5.03%,19.43%,0.25%,23.60%,15.71%,1.35,2.11%,1.45%,6.97%,5.22%,-1.15%,25.21%,-12.33%,26.17%,62.90,3.00,67.84,-0.12%,48537,67.75
"BANR","Banner Corporation","Financial","Banks - Regional",2167.64,11.59,2.61%,11.50%,15.30%,34.45,1.00%,-0.55%,86.70%,-0.90%,1.67%,,95.00%,1.60%,4.04%,10.46%,9.48%,44.11%,34.86%,1.10,2.37%,1.99%,7.16%,11.11%,-1.91%,24.01%,-1.91%,50.85%,59.32,2.40,62.03,-1.27%,54521,66.00
"BANX","StoneCastle Financial Corp.","Financial","Asset Management",144.63,5.26,6.91%,8.74%,,6.57,0.33%,315.40%,25.62%,,,,,0.08%,-2.73%,-1.01%,1.53%,11.86%,14.32%,,1.36%,-1.20%,-0.56%,3.02%,-3.30%,4.19%,-3.30%,16.41%,45.89,2.00,21.99,-0.07%,3966,23.50
"BAOS","Baosheng Media Group Holdings Limited","Communication Services","Advertising Agencies",39.52,,,,,26.76,72.45%,0.00%,0.10%,-23.78%,1.36%,,,-13.29%,-20.81%,-35.98%,-50.36%,,-84.54%,,10.25%,-17.05%,-20.35%,-59.59%,-46.43%,1.50%,-86.76%,1.50%,34.07,,1.35,-1.46%,157344,
"BAP","Credicorp Ltd.","Financial","Banks - Regional",11373.83,12.13,0.77%,-35.40%,3.40%,79.49,36.10%,0.00%,65.10%,0.70%,1.59%,,62.30%,-3.55%,-8.38%,14.84%,-7.21%,-11.66%,-26.56%,0.91,2.56%,-3.56%,-0.27%,-4.05%,-9.61%,18.30%,-28.11%,37.43%,44.77,2.70,121.86,1.16%,277558,140.62
"BAPR","Innovator S&P 500 Buffer ETF - April New","Financial","Exchange Traded Fund",,,,,,,,,,,,,,-0.11%,0.76%,2.19%,6.09%,12.46%,11.40%,,0.31%,0.20%,1.48%,4.85%,-0.33%,4.20%,-0.33%,12.46%,63.17,,33.03,0.00%,8069,
"BAR","GraniteShares Gold Trust","Financial","Exchange Traded Fund",,,,,,,,,,,,,,-3.21%,-0.89%,-0.11%,-5.73%,-2.63%,-5.93%,,0.72%,-1.91%,-0.06%,-0.27%,-4.31%,3.86%,-8.55%,6.48%,41.72,,17.75,-0.11%,269201,
"BARK","The Original BARK Company","Consumer Cyclical","Specialty Retail",999.32,,,,,169.17,12.60%,-2.32%,46.90%,9.13%,9.64%,,,-17.41%,-18.42%,-25.66%,-48.11%,,-63.19%,,7.54%,-17.56%,-19.57%,-42.28%,-33.78%,12.37%,-72.11%,12.37%,36.04,1.00,5.45,1.68%,2304104,14.67
"BASE","Couchbase, Inc.","Technology","Software - Infrastructure",1544.69,,,,,43.28,10.20%,0.00%,81.80%,,7.67%,88.30%,,-25.33%,-19.35%,-35.81%,,,3.78%,,7.79%,-22.30%,-13.63%,-14.12%,-32.48%,17.48%,-38.79%,17.48%,33.89,1.70,31.99,1.39%,367124,48.86
"BATL","Battalion Oil Corporation","Energy","Oil & Gas E&P",195.58,,,53.20%,-23.10%,16.27,0.30%,44.67%,89.80%,-0.62%,0.19%,81.90%,15.20%,-5.24%,18.03%,1.76%,-1.14%,71.05%,45.90%,,6.67%,2.25%,14.39%,1.54%,-9.22%,60.64%,-20.55%,70.40%,54.67,,11.77,-2.77%,7210,
"BATRA","The Liberty Braves Group","Communication Services","Entertainment",314.03,,,,,10.31,3.74%,,80.36%,,,,,-2.40%,4.39%,15.69%,8.52%,19.74%,22.44%,,3.53%,-1.70%,5.37%,7.18%,-7.70%,17.64%,-13.78%,27.86%,51.86,2.00,30.17,-0.92%,25887,39.00
"BATRK","The Liberty Braves Group","Communication Services","Entertainment",1234.07,,,,,40.97,9.49%,0.00%,77.85%,,,,,-2.46%,6.58%,15.27%,9.33%,19.38%,21.06%,,3.28%,-0.79%,6.58%,8.28%,-4.32%,19.25%,-5.79%,28.63%,53.94,2.50,29.92,-0.66%,47033,32.50
"BATT","Amplify Lithium & Battery Technology ETF","Financial","Exchange Traded Fund",,,0.20%,,,,,,,,,,,-0.10%,2.25%,12.62%,25.17%,43.61%,26.44%,,2.17%,0.50%,7.62%,15.80%,-3.61%,21.36%,-3.61%,48.37%,56.94,,20.03,0.20%,87344,
"BAUG","Innovator S&P 500 Buffer ETF - August","Financial","Exchange Traded Fund",,,,,,,,,,,,,,-0.23%,1.16%,2.83%,5.43%,13.18%,10.66%,,0.28%,0.42%,2.34%,4.86%,-0.37%,6.35%,-0.37%,13.05%,65.25,,33.02,0.13%,2634,
"BAX","Baxter International Inc.","Healthcare","Medical Instruments & Supplies",39185.40,32.90,1.43%,24.40%,3.20%,500.00,0.10%,-7.62%,87.30%,-0.06%,1.54%,39.90%,12.50%,-1.13%,-3.63%,6.25%,-4.87%,3.48%,-2.28%,0.60,1.83%,-2.03%,-3.25%,-3.90%,-7.92%,0.08%,-12.12%,6.15%,39.08,2.20,77.62,-1.01%,1336371,93.79
"BB","BlackBerry Limited","Technology","Software - Infrastructure",5839.54,,,-37.80%,-16.20%,568.08,11.20%,-3.83%,56.60%,-0.03%,7.08%,67.80%,-82.20%,-9.89%,-8.42%,-5.87%,7.10%,78.62%,52.49%,1.26,4.59%,-5.98%,-1.72%,-3.03%,-17.59%,12.20%,-64.51%,81.19%,43.40,3.70,10.21,0.99%,4274167,8.36
"BBAR","Banco BBVA Argentina S.A.","Financial","Banks - Regional",1471.21,3.83,,22.80%,48.30%,204.24,76.00%,0.00%,2.70%,-4.26%,0.82%,,53.40%,-14.72%,-29.59%,-21.08%,1.66%,0.00%,-4.36%,1.39,5.50%,-21.38%,-23.48%,-12.02%,-34.37%,-2.11%,-40.96%,19.03%,25.93,3.20,2.94,-4.23%,897274,4.25
"BBAX","JPMorgan BetaBuilders Developed Asia ex-Japan ETF","Financial","Exchange Traded Fund",,,2.49%,,,,,,,,,,,-0.92%,-2.97%,-3.27%,-6.98%,8.05%,3.22%,,0.55%,-1.46%,-0.61%,-3.70%,-3.47%,3.76%,-8.31%,8.47%,42.92,,55.71,-0.27%,146482,
"BBBY","Bed Bath & Beyond Inc.","Consumer Cyclical","Specialty Retail",2216.76,,,-18.20%,-5.30%,101.95,3.40%,0.18%,,-1.17%,29.19%,34.70%,-3.30%,-1.29%,54.01%,-22.54%,-15.96%,7.12%,25.39%,1.87,10.20%,9.73%,17.90%,-13.56%,-13.34%,66.59%,-58.65%,66.59%,59.17,3.00,22.29,0.09%,3692995,19.14
"BBC","Virtus LifeSci Biotech Clinical Trials ETF","Financial","Exchange Traded Fund",,,,,,,,,,,,,,-6.72%,-6.43%,-10.28%,-12.78%,-5.72%,-16.11%,,1.59%,-6.62%,-7.53%,-13.30%,-13.36%,2.89%,-32.78%,2.89%,32.82,,42.08,1.16%,711,
"BBCA","JPMorgan BetaBuilders Canada ETF","Financial","Exchange Traded Fund",,,2.09%,,,,,,,,,,,-1.64%,-0.80%,4.03%,4.49%,31.45%,26.65%,,0.79%,-0.43%,2.57%,7.26%,-1.77%,10.17%,-1.77%,31.07%,52.35,,68.26,0.44%,167695,
"BBCP","Concrete Pumping Holdings, Inc.","Industrials","Engineering & Construction",492.51,,,,,53.47,25.58%,0.00%,62.30%,5.53%,4.75%,44.90%,4.60%,-2.31%,1.02%,9.62%,12.25%,154.73%,132.11%,1.12,3.20%,-3.23%,-0.48%,7.51%,-11.03%,12.52%,-11.03%,164.72%,43.79,1.40,8.63,-2.92%,98058,10.75
"BBD","Banco Bradesco S.A.","Financial","Banks - Regional",39022.15,9.46,1.10%,-2.51%,,10691.00,,,18.77%,,0.46%,,,-3.69%,-2.31%,-18.68%,-24.05%,-8.11%,-21.39%,,3.45%,2.93%,0.55%,-11.91%,-6.99%,10.91%,-32.38%,10.91%,52.34,1.80,3.76,3.01%,33213116,5.51
"BBDC","Barings BDC, Inc.","Financial","Credit Services",721.74,65.77,7.60%,-26.25%,,65.32,0.86%,1.92%,70.58%,,0.86%,,,-2.30%,1.01%,0.91%,4.84%,25.28%,20.11%,,1.36%,-2.39%,-0.76%,4.14%,-4.68%,4.66%,-4.68%,28.32%,38.87,1.30,11.01,-0.36%,101311,12.21
"BBEU","JPMorgan BetaBuilders Europe ETF","Financial","Exchange Traded Fund",,,2.46%,,,,,,,,,,,-2.07%,-1.06%,-2.19%,-0.86%,17.60%,12.96%,,0.58%,-2.67%,-0.89%,0.64%,-3.91%,3.90%,-4.15%,16.61%,35.82,,58.68,-0.56%,264597,
"BBGI","Beasley Broadcast Group, Inc.","Communication Services","Broadcasting",63.16,,,-33.70%,14.20%,29.25,0.20%,0.00%,28.10%,-2.48%,0.52%,20.10%,9.50%,-5.68%,-12.55%,-15.62%,-21.17%,24.86%,44.97%,1.40,4.27%,-7.61%,-12.38%,-18.80%,-25.00%,2.37%,-36.84%,55.40%,29.33,1.00,2.16,0.00%,17885,4.00
"BBH","VanEck Vectors Biotech ETF","Financial","Exchange Traded Fund",,,0.30%,,,,,,,,,,,0.06%,-4.04%,-11.62%,5.56%,20.95%,13.06%,,1.29%,-1.05%,-3.19%,-0.89%,-12.24%,2.55%,-13.41%,22.42%,44.19,,192.41,0.29%,31146,
"BBI","Brickell Biotech, Inc.","Healthcare","Biotechnology",34.97,,,34.40%,-38.60%,83.38,0.60%,48.78%,13.50%,47.92%,4.90%,,,-11.73%,-40.02%,-55.58%,-62.45%,-48.72%,-59.59%,-0.07,6.44%,-13.84%,-39.56%,-60.65%,-58.83%,9.10%,-80.75%,9.10%,26.21,1.50,0.33,3.77%,1633473,5.00
"BBIG","Vinco Ventures, Inc.","Consumer Cyclical","Leisure",313.16,,,-43.00%,-1.80%,35.83,0.40%,0.00%,18.70%,288.05%,,28.80%,,-25.83%,-42.25%,1.29%,2.96%,104.58%,128.47%,0.41,8.59%,-24.32%,-41.08%,-19.18%,-64.47%,11.33%,-73.26%,200.90%,31.31,,3.34,6.71%,20724383,
