no,ticker,company,sector,industry,country,market_cap,pe,forward_pe,peg,ps,pb,pcash,pfree_cash_flow,dividend_yield,payout_ratio,eps_ttm,eps_growth_this_year,eps_growth_next_year,eps_growth_past_5_years,eps_growth_next_5_years,sales_growth_past_5_years,eps_growth_quarter_over_quarter,sales_growth_quarter_over_quarter,shares_outstanding,shares_float,insider_ownership,insider_transactions,institutional_ownership,institutional_transactions,float_short,short_ratio,return_on_assets,return_on_equity,return_on_investment,current_ratio,quick_ratio,lt_debtequity,total_debtequity,gross_margin,operating_margin,profit_margin,performance_week,performance_month,performance_quarter,performance_half_year,performance_year,performance_ytd,beta,average_true_range,volatility_week,volatility_month,20day_simple_moving_average,50day_simple_moving_average,200day_simple_moving_average,50day_high,50day_low,52week_high,52week_low,relative_strength_index_14,change_from_open,gap,ar,average_volume,relative_volume,price,change,volume,earnings_date,target_price,ipo_date,afterhours_close,afterhours_change,analyst_recom,rs_rating,returns_multiple,current_price,day_ma_20,day_ma_50,day_ma_200,low_52_week,high_52_week,sentiment_score,est_gl,my_score,in_russell_3k
1262,CBRE,"CBRE Group, Inc.",Real Estate,Real Estate Services,USA,35546.74,24.52,18.66,2.23,1.36,4.43,12.84,18.02,,0.00%,4.29,-41.00%,6.45%,6.40%,11.00%,17.00%,134.80%,20.40%,335.37,332.46,0.50%,-39.32%,98.50%,0.11%,1.41%,3.48,7.90%,19.50%,6.80%,1.4,1.4,0.24,0.42,22.00%,5.40%,5.60%,-4.55%,1.52%,7.40%,26.10%,67.01%,-2.98%,1.43,2.74,2.96%,2.43%,-0.37%,1.66%,12.25%,-5.15%,11.25%,-5.15%,73.73%,50.68,1.59%,0.22%,2.1,1344.81,0.75,105.28,1.82%,1008581,10/28/2021 8:30:00 AM,128.17,6/10/2004,105.25,-0.03%,66.0,93,1.35,105.28,105.73,103.59,93.93,60.6,111.0,20.0,21.74,59.666666666666664,True
1332,CEIX,CONSOL Energy Inc.,Energy,Thermal Coal,USA,853.92,,4.79,,0.69,1.75,5.27,4.34,,,-1.93,-113.30%,1153.66%,-15.30%,,-6.50%,,25.70%,34.48,33.81,1.96%,0.00%,79.90%,-2.46%,4.47%,2.85,-2.80%,-12.70%,2.50%,0.7,0.6,1.34,1.46,92.50%,7.10%,-5.70%,3.84%,15.36%,-24.72%,27.75%,170.07%,8.45%,2.56,1.26,4.90%,5.64%,6.43%,5.47%,20.58%,-16.17%,23.52%,-32.02%,235.56%,58.75,3.53%,-0.08%,2.0,529.78,0.52,24.63,3.44%,276502,11/2/2021 8:30:00 AM,29.33,11/14/2017,24.63,0.00%,69.0,99,2.18,24.63,23.35,23.29,20.5,7.99,36.23,33.0,19.08,67.0,True
1413,CHK,Chesapeake Energy Corporation,Energy,Oil & Gas E&P,USA,7907.35,28.51,7.0,2.38,2.01,2.26,9.31,10.82,2.50%,9.20%,2.45,,1.50%,,12.00%,-16.20%,95.40%,-7.50%,117.11,103.99,0.04%,0.00%,,18.36%,12.48%,11.06,64.40%,533.10%,237.70%,0.7,0.7,0.41,0.41,65.10%,,,4.66%,9.55%,12.54%,37.47%,,8.32%,,2.37,4.49%,3.44%,8.78%,9.72%,23.40%,-2.06%,23.15%,-2.06%,74.72%,65.84,-0.60%,0.16%,2.0,1173.7,1.61,69.89,-0.44%,1889538,11/2/2021 4:30:00 PM,94.4,2/10/2021,69.89,0.00%,69.0,90,1.25,69.89,64.65,63.82,56.78,40.0,71.36,33.0,35.07,64.0,True
1462,CIO,"City Office REIT, Inc.",Real Estate,REIT - Office,USA,881.56,20.11,,2.23,5.37,2.64,49.81,38.66,3.96%,58.80%,1.0,52.10%,-100.00%,35.10%,9.00%,23.90%,-197.00%,8.70%,43.55,42.34,0.10%,-3.20%,78.60%,-0.23%,1.19%,1.44,3.90%,13.40%,3.20%,,,1.81,1.81,64.60%,18.60%,27.00%,-1.89%,12.84%,9.07%,64.44%,110.30%,2.48%,1.54,0.58,3.21%,2.76%,4.39%,9.02%,35.07%,-6.87%,26.31%,-6.87%,118.25%,60.82,-0.49%,0.25%,2.3,350.88,1.24,20.21,-0.25%,435380,11/3/2021 8:30:00 AM,21.83,4/15/2014,20.21,0.00%,59.0,97,1.7,20.21,19.5,18.56,15.01,9.29,21.7,13.0,8.02,56.333333333333336,True
1631,COP,ConocoPhillips,Energy,Oil & Gas E&P,USA,107311.17,24.88,10.62,,2.96,2.52,10.21,18.63,1.82%,51.00%,3.36,-139.20%,33.64%,6.80%,-1.80%,-8.60%,526.20%,158.20%,1332.29,1317.83,0.10%,-10.33%,80.40%,0.04%,1.15%,1.97,5.90%,11.60%,-3.50%,1.9,1.8,0.42,0.45,46.70%,17.70%,12.90%,8.60%,13.74%,13.87%,44.95%,76.28%,15.81%,1.59,2.34,3.14%,2.84%,14.15%,14.50%,33.80%,2.99%,26.54%,2.99%,110.55%,74.69,2.21%,0.93%,1.8,7696.03,1.1,83.59,3.16%,8461470,2/3/2022 8:30:00 AM,91.8,1/13/1978,83.57,-0.02%,75.0,94,1.42,83.59,73.85,73.19,62.62,39.7,83.77,13.0,9.82,60.666666666666664,True
1751,CSV,"Carriage Services, Inc.",Consumer Cyclical,Personal Services,USA,979.03,37.46,15.88,2.5,2.65,5.21,890.02,17.12,0.79%,25.20%,1.53,10.40%,18.48%,-4.60%,15.00%,6.30%,132.30%,12.60%,17.5,14.98,9.00%,-2.24%,76.80%,0.48%,6.11%,5.36,2.40%,12.30%,7.00%,0.6,0.5,2.54,2.55,34.30%,18.10%,7.60%,-6.80%,1.94%,25.65%,62.93%,72.44%,-11.05%,0.95,1.98,2.92%,3.36%,-5.55%,3.42%,31.49%,-13.58%,19.39%,-13.58%,75.24%,44.4,-0.07%,-0.07%,1.5,170.59,0.69,57.32,-0.14%,117101,10/27/2021 4:30:00 PM,69.25,8/9/1996,57.32,0.00%,84.0,94,1.39,57.32,60.75,55.54,43.7,32.71,66.33,23.0,20.81,67.0,True
1788,CUBI,"Customers Bancorp, Inc.",Financial,Banks - Regional,USA,2236.73,8.07,11.05,0.81,3.11,2.01,2.02,7.21,,0.00%,8.8,82.30%,-29.41%,13.80%,10.00%,16.80%,116.90%,73.90%,32.45,29.57,6.70%,-25.25%,86.60%,3.07%,3.81%,2.62,1.30%,25.10%,5.30%,,,0.35,0.35,,83.90%,35.30%,0.88%,23.29%,61.32%,87.36%,220.68%,8.66%,1.58,3.2,5.06%,5.15%,10.11%,17.47%,61.56%,-6.70%,38.92%,-6.70%,238.72%,62.85,-1.31%,0.66%,2.1,429.97,1.33,71.03,-0.66%,570642,10/27/2021 4:30:00 PM,70.38,2/21/2012,71.0,-0.04%,66.0,99,2.59,71.03,65.27,60.82,44.16,20.97,76.13,21.0,-0.92,62.0,True
1945,DELL,Dell Technologies Inc.,Technology,Computer Hardware,USA,46138.24,6.97,8.59,1.23,0.44,5.15,2.06,4.38,,0.00%,8.65,3.00%,-14.81%,36.00%,5.65%,13.10%,351.90%,20.90%,766.0,284.61,0.60%,-18.96%,87.20%,0.15%,2.25%,1.17,5.40%,137.50%,10.50%,0.8,0.7,3.54,5.36,30.30%,9.70%,6.50%,3.01%,4.60%,14.64%,27.34%,54.96%,7.26%,0.85,1.25,2.15%,2.01%,6.73%,6.73%,15.89%,0.40%,13.66%,0.40%,69.47%,66.48,0.42%,0.20%,2.1,5453.14,1.29,60.25,0.62%,7018694,11/23/2021 4:30:00 PM,68.27,8/17/2016,60.25,-0.00%,66.0,90,1.25,60.25,56.68,56.54,52.09,35.57,60.68,20.0,13.31,58.666666666666664,True
2173,DVN,Devon Energy Corporation,Energy,Oil & Gas E&P,USA,33356.04,28.8,9.49,1.15,3.74,3.74,14.37,12.12,0.88%,26.40%,1.73,3855.60%,55.19%,26.40%,25.00%,-18.20%,535.60%,224.80%,671.0,640.77,0.20%,-7.70%,90.40%,-1.83%,2.62%,1.58,6.70%,16.70%,-31.00%,1.2,1.2,0.76,0.76,42.90%,16.00%,13.40%,4.49%,14.69%,31.14%,91.10%,168.85%,13.05%,3.03,2.01,4.37%,4.42%,14.29%,17.80%,59.91%,0.10%,40.08%,0.10%,229.03%,69.55,1.26%,1.40%,1.8,10630.65,1.23,49.8,2.68%,13113576,11/2/2021 4:30:00 PM,51.64,3/17/1992,49.73,-0.14%,75.0,98,2.04,49.8,44.01,43.25,32.42,16.11,50.11,28.0,3.69,67.0,True
2252,ECPG,"Encore Capital Group, Inc.",Financial,Mortgage Finance,USA,1817.6,6.2,6.99,0.48,1.25,1.32,11.49,,,0.00%,9.88,25.30%,-19.66%,21.00%,13.00%,5.70%,55.20%,-7.10%,30.23,28.74,0.70%,-22.41%,,-0.05%,19.33%,14.47,6.60%,23.80%,9.40%,,,2.0,2.0,77.60%,40.10%,21.50%,0.38%,2.79%,20.48%,30.77%,90.25%,-1.40%,1.42,1.68,2.77%,2.47%,2.02%,4.05%,24.10%,-2.98%,17.77%,-2.98%,109.65%,59.3,0.34%,0.33%,2.2,383.71,1.53,61.24,0.67%,588202,11/3/2021 4:30:00 PM,67.75,7/9/1999,61.24,0.00%,63.0,95,1.53,61.24,60.16,59.0,49.45,29.21,63.12,17.0,10.63,58.333333333333336,True
2415,ENVA,"Enova International, Inc.",Financial,Credit Services,USA,1552.49,3.58,7.54,,1.43,1.39,6.78,3.78,,0.00%,11.95,214.60%,-20.99%,54.40%,,0.90%,-56.00%,76.10%,36.74,35.54,1.80%,-8.23%,90.40%,0.20%,3.06%,3.22,19.30%,42.30%,24.90%,15.9,15.9,0.95,0.95,,65.70%,40.30%,1.74%,7.70%,18.24%,35.42%,66.98%,4.44%,1.55,1.3,3.43%,3.16%,6.12%,8.37%,20.69%,-1.58%,36.94%,-1.58%,94.37%,64.18,0.68%,-0.38%,2.0,337.54,0.74,42.78,0.30%,250489,10/28/2021 4:30:00 PM,44.5,10/30/2014,42.78,0.00%,69.0,93,1.35,42.78,40.55,39.68,35.49,22.01,43.47,20.0,4.02,60.666666666666664,True
2513,ESTE,"Earthstone Energy, Inc.",Energy,Oil & Gas E&P,USA,1256.2,,5.58,,4.02,1.4,3140.49,7.25,,,-0.42,156.50%,112.67%,44.30%,21.00%,24.90%,209.30%,169.30%,49.24,37.28,1.60%,-3.35%,72.50%,,1.71%,1.65,-1.00%,-3.00%,-18.40%,0.3,0.3,0.57,0.57,80.00%,35.80%,-4.10%,12.86%,29.17%,29.17%,33.62%,119.69%,27.51%,2.54,0.82,9.22%,6.68%,25.36%,27.48%,43.89%,2.12%,48.25%,2.12%,176.24%,68.56,9.58%,1.60%,2.2,385.61,1.92,13.95,11.33%,740940,11/4/2021 8:30:00 AM,18.41,4/18/1994,13.95,0.00%,63.0,98,1.77,13.95,11.32,11.02,9.73,5.05,14.02,30.0,31.97,63.666666666666664,True
2628,EXR,Extra Space Storage Inc.,Real Estate,REIT - Industrial,USA,29366.39,39.04,37.73,6.51,19.53,9.39,447.66,81.85,2.38%,77.10%,5.38,14.70%,5.73%,18.90%,6.00%,11.60%,59.40%,20.30%,133.81,131.04,0.60%,-45.45%,96.00%,0.02%,1.67%,3.36,7.50%,25.00%,7.90%,,,1.87,1.87,74.00%,57.20%,47.50%,-5.20%,0.65%,18.91%,21.87%,87.72%,-7.35%,0.36,5.24,2.71%,2.31%,-3.43%,1.14%,19.60%,-8.20%,9.39%,-8.20%,91.98%,44.96,0.30%,0.45%,2.2,650.02,0.85,210.06,0.74%,554947,10/27/2021 4:30:00 PM,221.29,8/12/2004,210.06,0.00%,63.0,95,1.51,210.06,217.38,207.94,176.02,109.42,228.84,16.0,5.35,58.0,True
2630,EXTR,"Extreme Networks, Inc.",Technology,Communication Equipment,USA,2009.33,85.32,15.36,4.27,1.93,26.05,10.5,14.11,,0.00%,0.17,101.40%,21.79%,15.40%,20.00%,14.20%,231.60%,13.50%,128.32,127.08,1.20%,-22.51%,85.30%,0.12%,4.65%,4.37,2.40%,52.10%,6.60%,0.9,0.9,4.11,4.47,58.20%,5.10%,2.30%,-4.64%,8.15%,44.60%,30.62%,86.57%,-7.07%,1.89,0.68,4.76%,4.64%,-1.02%,8.57%,30.06%,-12.13%,49.64%,-12.13%,109.93%,51.33,0.76%,-0.34%,2.2,1352.86,0.57,14.59,0.41%,770055,11/2/2021 8:30:00 AM,16.0,4/9/1999,14.59,0.00%,63.0,95,1.5,14.59,14.81,13.53,11.25,6.95,16.61,19.0,9.66,59.0,True
2654,FANG,"Diamondback Energy, Inc.",Energy,Oil & Gas E&P,USA,22925.77,64.54,7.29,1.06,4.14,1.96,50.17,7.97,1.61%,82.70%,1.93,269.40%,51.72%,-27.70%,60.66%,44.50%,150.50%,165.30%,181.03,180.27,0.20%,-9.48%,89.00%,0.28%,3.28%,2.16,2.10%,4.20%,-31.20%,0.7,0.7,0.6,0.6,79.40%,33.70%,8.00%,4.33%,11.85%,13.05%,47.03%,97.80%,15.31%,2.47,5.05,4.06%,4.10%,13.12%,13.22%,36.61%,-0.26%,30.88%,-0.26%,129.87%,66.82,1.75%,0.72%,1.9,2733.23,1.25,124.36,2.48%,3406912,11/1/2021 4:30:00 PM,135.03,10/12/2012,124.36,0.00%,72.0,96,1.6,124.36,110.82,110.18,91.28,56.13,124.92,23.0,8.58,63.666666666666664,True
2686,FC,Franklin Covey Co.,Industrials,Consulting Services,USA,660.61,53.29,44.65,3.55,2.95,9.08,13.94,17.52,,0.00%,0.96,241.80%,57.77%,15.70%,15.00%,2.30%,80.50%,40.60%,14.16,12.37,8.10%,0.00%,56.50%,0.28%,0.95%,2.21,6.00%,18.80%,13.90%,1.0,1.0,0.3,0.41,77.10%,3.40%,5.70%,6.29%,14.44%,23.64%,43.32%,107.58%,10.46%,1.73,1.82,4.38%,3.35%,11.89%,11.69%,34.46%,-1.52%,24.39%,-1.52%,115.08%,67.79,-0.25%,0.18%,1.5,53.31,1.56,51.21,-0.08%,83293,1/6/2022 4:30:00 PM,63.5,6/3/1992,51.0,-0.41%,84.0,97,1.67,51.21,46.12,46.03,38.21,23.82,52.52,21.0,24.0,67.33333333333333,True
2711,FCX,Freeport-McMoRan Inc.,Basic Materials,Copper,USA,61094.81,16.35,12.11,0.57,2.89,4.73,7.96,9.35,0.70%,8.50%,2.63,344.60%,15.60%,15.30%,28.90%,-0.60%,321.30%,58.00%,1469.0,1459.85,0.20%,-8.66%,78.10%,0.16%,1.86%,1.54,8.80%,33.60%,7.00%,2.5,1.8,0.66,0.72,36.80%,36.70%,18.40%,1.99%,12.04%,24.21%,24.54%,38.72%,3.02%,2.07,1.4,4.10%,3.21%,6.72%,9.88%,14.85%,-1.67%,21.78%,-6.75%,73.98%,64.22,3.29%,0.00%,2.1,17641.76,0.98,42.99,3.29%,17246382,10/21/2021 8:30:00 AM,42.56,7/10/1995,42.94,-0.12%,66.0,83,1.12,42.99,40.55,39.23,37.49,24.71,46.1,15.0,-1.0,54.666666666666664,True
2809,FITB,Fifth Third Bancorp,Financial,Banks - Regional,USA,33242.66,13.56,14.61,,6.35,1.68,0.87,,2.45%,30.30%,3.62,-45.10%,-10.17%,-1.80%,-2.98%,6.70%,24.20%,-2.80%,697.46,674.83,0.20%,-1.57%,84.10%,0.28%,1.42%,2.25,1.30%,12.50%,12.30%,,,0.56,0.56,,97.20%,49.60%,5.33%,12.09%,13.31%,31.22%,54.15%,12.63%,1.42,1.17,2.32%,2.29%,10.68%,11.35%,20.11%,-0.73%,21.50%,-0.73%,73.63%,74.69,-0.06%,0.57%,1.9,4281.65,0.94,49.05,0.51%,4021240,1/20/2022 8:30:00 AM,49.36,3/17/1980,49.3,0.51%,72.0,89,1.24,49.05,44.65,44.16,40.9,28.25,49.41,19.0,0.63,60.0,True
2980,FRG,"Franchise Group, Inc.",Consumer Cyclical,Personal Services,USA,2137.79,,11.02,,0.76,3.34,13.36,97.62,4.71%,28.40%,-0.44,81.10%,26.73%,-21.10%,15.00%,65.50%,837.90%,54.10%,40.23,27.15,1.20%,0.00%,71.30%,0.06%,3.43%,5.02,9.70%,51.10%,8.50%,1.5,0.5,1.68,1.68,41.40%,5.90%,9.00%,-1.41%,0.53%,43.68%,52.65%,66.33%,1.73%,1.76,1.81,3.36%,3.18%,0.29%,8.45%,35.15%,-3.70%,46.05%,-3.70%,74.60%,57.34,-0.69%,0.83%,1.9,185.56,0.93,53.06,0.13%,172178,11/2/2021 4:30:00 PM,61.71,6/14/2012,53.06,0.00%,72.0,93,1.34,53.06,52.91,49.25,39.35,30.39,55.1,28.0,16.3,64.33333333333333,True
3471,HAFC,Hanmi Financial Corporation,Financial,Banks - Regional,USA,782.47,9.95,11.6,1.24,3.62,1.26,0.93,14.2,3.12%,16.50%,2.58,30.00%,-19.15%,-4.00%,8.00%,6.40%,62.20%,1.10%,30.47,30.04,0.30%,0.00%,90.20%,-0.07%,1.49%,2.8,1.20%,13.60%,17.00%,,,0.35,0.35,,91.50%,37.40%,5.72%,14.75%,28.14%,42.90%,102.20%,8.45%,1.21,0.73,2.56%,3.02%,9.63%,9.69%,24.80%,-1.10%,20.62%,-1.10%,114.00%,71.9,0.12%,0.67%,2.3,159.44,0.79,25.68,0.78%,126409,10/26/2021 4:30:00 PM,24.33,5/14/1997,25.68,0.00%,59.0,97,1.63,25.68,23.63,23.48,20.61,12.0,25.97,17.0,-5.26,57.666666666666664,True
3606,HLIT,Harmonic Inc.,Technology,Communication Equipment,USA,1217.51,161.97,23.61,8.35,2.52,4.29,9.48,20.78,,0.00%,0.07,-356.40%,55.10%,-11.00%,19.40%,0.10%,126.10%,33.10%,102.1,99.71,1.90%,-25.76%,96.80%,0.68%,9.72%,11.19,1.10%,2.60%,-4.10%,1.4,1.2,0.41,0.56,52.70%,4.10%,1.40%,-5.51%,6.38%,25.55%,41.10%,44.47%,-2.21%,0.81,0.39,4.16%,3.38%,0.76%,4.65%,27.23%,-5.89%,28.92%,-5.89%,71.90%,53.39,1.59%,-0.18%,2.2,866.38,0.5,11.5,1.41%,435606,11/1/2021 4:30:00 PM,12.83,5/23/1995,11.5,0.00%,63.0,86,1.17,11.5,11.45,11.04,9.06,6.69,12.22,34.0,11.57,61.0,True
